TranscriptName	GeneGo	length
XM_031579470.1	 GO:0042995;GO:0030659;GO:0005768;GO:0043231;GO:0005654;GO:0001891;GO:0055038;GO:0042802;GO:0042803;GO:0019901;GO:0017137;GO:0030010;GO:0035773;GO:0006909;GO:0043547;GO:1903078;GO:0045055;GO:0003091;GO:0035669;	57
XM_031579471.1	 GO:0042995;GO:0030659;GO:0005768;GO:0043231;GO:0005654;GO:0001891;GO:0055038;GO:0042802;GO:0042803;GO:0019901;GO:0017137;GO:0030010;GO:0035773;GO:0006909;GO:0043547;GO:1903078;GO:0045055;GO:0003091;GO:0035669;	2387
XM_012822027.2	 GO:0005768;GO:0043231;GO:0005654;GO:0001891;GO:0055038;GO:0042802;GO:0042803;GO:0019901;GO:0017137;GO:0030010;GO:0035773;GO:0006909;GO:0043547;GO:1903078;GO:0045055;GO:0035669;	55
XM_012828137.2	-	8118
XM_012817031.2	 GO:0005912;GO:0030055;GO:0005813;GO:0005829;GO:0005925;GO:0045121;GO:0016363;GO:0005634;GO:0005886;GO:0001725;GO:0005915;GO:0003779;GO:0008092;GO:0005158;GO:0030159;GO:0007160;GO:0032869;GO:0048041;GO:0008286;GO:0006936;GO:0046326;GO:0045725;GO:0046628;GO:0046889;GO:1903078;GO:0043149;	21160
XM_031578721.1	 GO:0005912;GO:0030055;GO:0005813;GO:0005829;GO:0005925;GO:0045121;GO:0016363;GO:0005634;GO:0005886;GO:0001725;GO:0005915;GO:0003779;GO:0008092;GO:0005158;GO:0030159;GO:0007160;GO:0032869;GO:0048041;GO:0008286;GO:0006936;GO:0046326;GO:0045725;GO:0046628;GO:0046889;GO:1903078;GO:0043149;	21906
XM_031578720.1	 GO:0005912;GO:0030055;GO:0005813;GO:0005856;GO:0005829;GO:0005925;GO:0005899;GO:0016020;GO:0045121;GO:0016363;GO:0005634;GO:0005886;GO:0001725;GO:0045202;GO:0005158;GO:0019901;GO:0030159;GO:0008134;GO:0031625;GO:0095500;GO:0032869;GO:0048041;GO:0008286;GO:0046326;GO:0045725;GO:0046628;GO:0046889;GO:1903078;GO:1904393;GO:0043149;	5117
XM_012816966.2	 GO:0005912;GO:0031941;GO:0001725;GO:0005667;GO:0030018;GO:0003779;GO:0046872;GO:0051371;GO:0003713;GO:0030036;GO:0007507;GO:0061061;GO:0006355;	3559
XM_012817103.2	 GO:0005783;GO:0005789;GO:0016021;GO:0016831;GO:0030170;GO:0008117;GO:0001667;GO:0008209;GO:0097190;GO:0006672;GO:0008210;GO:0060325;GO:0006631;GO:0008585;GO:0010761;GO:0030097;GO:0001822;GO:0033327;GO:0001553;GO:0006807;GO:0048008;GO:0009791;GO:0040014;GO:0060021;GO:0048705;GO:0007283;GO:0030149;GO:0006665;GO:0001570;	618
XM_012814307.2	 GO:0032592;GO:0005743;GO:0005524;GO:0016887;GO:0042626;GO:0042802;GO:0006839;GO:0055085;	372305
XM_012816981.2	 GO:0005829;GO:0005654;GO:0005634;GO:0008124;GO:0042802;GO:0004505;GO:0003713;GO:0006558;GO:0045893;GO:0043393;GO:0006729;	491
XM_031579202.1	 GO:0030424;GO:0030425;GO:0005769;GO:0010008;GO:0005887;GO:0045121;GO:0043025;GO:0005886;GO:0098797;GO:0043235;GO:0005524;GO:0005509;GO:0004714;GO:0006919;GO:0000187;GO:0071300;GO:0001838;GO:0048484;GO:0035860;GO:0007156;GO:0060384;GO:0000165;GO:0033619;GO:0007275;GO:0007399;GO:0001755;GO:0007158;GO:0030182;GO:0042551;GO:0061146;GO:0033630;GO:0030335;GO:0045793;GO:2001241;GO:0010628;GO:0033674;GO:0043410;GO:0072300;GO:0014042;GO:0010976;GO:0033141;GO:0051897;GO:0045893;GO:0050770;GO:0030155;GO:0042493;GO:0048265;GO:0060041;GO:0007169;GO:0035799;GO:0001657;	37886
XM_031579009.1	 GO:0016021;GO:0005765;GO:0005886;GO:0035579;GO:0070821;GO:0015019;GO:0016746;GO:0006027;GO:0007041;GO:0043312;GO:0051259;	6013
XM_031578766.1	 GO:0005737;GO:0010494;GO:0005764;GO:0005654;GO:0005634;GO:1990904;GO:0003677;GO:0035925;GO:0003723;GO:0006915;GO:0006952;GO:0008543;GO:0007281;GO:0008284;GO:0006357;GO:0017145;	2995
XM_031578764.1	 GO:0005737;GO:0010494;GO:0005764;GO:0005654;GO:0005634;GO:1990904;GO:0003677;GO:0035925;GO:0003723;GO:0006915;GO:0006952;GO:0008543;GO:0007281;GO:0008284;GO:0006357;GO:0017145;	1551
XM_031578748.1	 GO:0034704;GO:0034703;GO:0060170;GO:0031410;GO:0005783;GO:0005887;GO:0043231;GO:0016020;GO:0097730;GO:0005886;GO:0043235;GO:0051393;GO:0005227;GO:0005262;GO:0005509;GO:0015269;GO:0005261;GO:0008092;GO:0042802;GO:0051371;GO:0005272;GO:0006812;GO:0071468;GO:0071467;GO:0001581;GO:0050912;GO:0050982;GO:0098662;GO:0071805;GO:0051289;GO:0051262;GO:0009415;GO:0050915;GO:0007224;GO:0035725;	1376
XM_031579343.1	 GO:0030424;GO:0031674;GO:0005634;GO:0005886;GO:0030018;GO:0003779;GO:0098632;GO:0008092;GO:0051371;GO:0017124;GO:0007411;GO:0070593;GO:0007156;GO:0045214;	1247
XM_012834224.2	 GO:0005677;GO:0005737;GO:0005829;GO:0005739;GO:0000790;GO:0005635;GO:0005719;GO:0005720;GO:0005637;GO:0005730;GO:0005654;GO:0005634;GO:0016605;GO:0033553;GO:0043425;GO:0019213;GO:0019899;GO:0042393;GO:0004407;GO:0043398;GO:0042802;GO:1990254;GO:0046872;GO:0051019;GO:0070403;GO:0017136;GO:0046969;GO:0034979;GO:0035257;GO:0002039;GO:0008022;GO:0033558;GO:0106231;GO:0000978;GO:0003713;GO:0003714;GO:0008134;GO:0001525;GO:0042595;GO:0007569;GO:0001678;GO:0006974;GO:0070301;GO:0071456;GO:0071479;GO:1990830;GO:0009267;GO:0071356;GO:0035356;GO:0042632;GO:0006325;GO:0032922;GO:0006346;GO:0000731;GO:0055089;GO:0031507;GO:0070829;GO:0016575;GO:0070932;GO:0042771;GO:0033210;GO:0010934;GO:0030225;GO:0007517;GO:0060766;GO:0043066;GO:2000480;GO:0030308;GO:2000655;GO:2000773;GO:0043518;GO:0043433;GO:0045599;GO:0010629;GO:0051097;GO:0071441;GO:1900113;GO:2000619;GO:0043124;GO:1902166;GO:1901215;GO:0032088;GO:1902176;GO:2000757;GO:0042326;GO:0031393;GO:1901984;GO:0051898;GO:0032007;GO:0000122;GO:0045892;GO:0030512;GO:0001542;GO:0018394;GO:0034983;GO:0002821;GO:1904179;GO:0045766;GO:0043065;GO:0043536;GO:2000481;GO:0008284;GO:2000774;GO:0010875;GO:0043280;GO:0045739;GO:1902237;GO:0001938;GO:0045722;GO:0051574;GO:0046628;GO:0016239;GO:2000111;GO:0045348;GO:0014068;GO:0001934;GO:0051152;GO:0045944;GO:0043161;GO:0006476;GO:0106230;GO:0031648;GO:0016567;GO:0000720;GO:0000183;GO:0042981;GO:0070857;GO:0090335;GO:0042127;GO:1900034;GO:0032071;GO:0010906;GO:0010883;GO:0007346;GO:0035358;GO:0071900;GO:0034391;GO:0042542;GO:0032868;GO:0044321;GO:0006979;GO:0000012;GO:0007283;GO:0090400;GO:0007179;GO:0006642;GO:0070914;GO:0016032;GO:0050872;	921
XM_012817050.2	 GO:0005829;GO:0001650;GO:0004842;GO:0030154;GO:0045879;GO:0007283;	404
XM_031579482.1	 GO:0000139;GO:0016409;GO:0018345;	228
XM_012817017.2	 GO:0005712;GO:0005715;GO:0001673;GO:0016020;GO:0032300;GO:0032389;GO:0005654;GO:0005634;GO:0000795;GO:0005524;GO:0016887;GO:0003682;GO:0019899;GO:0032137;GO:0006303;GO:0016321;GO:0008630;GO:0045190;GO:0007060;GO:0043060;GO:0051257;GO:0045141;GO:0006298;GO:0045950;GO:0000289;GO:0048477;GO:0048298;GO:0048304;GO:0000712;GO:0009617;GO:0016446;GO:0007283;GO:0007129;	705
XM_031579478.1	 GO:0030275;GO:0006355;GO:0016055;	5789
XM_031579481.1	 GO:0030275;GO:0009950;GO:0006355;GO:0016055;	5789
XM_012817010.2	 GO:0030275;GO:0009950;GO:0006355;GO:0016055;	17717
XM_012817013.2	 GO:0030275;GO:0006355;GO:0016055;	17717
XM_012817016.2	 GO:0030275;GO:0009950;GO:0006355;GO:0016055;	17717
XM_031579477.1	 GO:0030275;GO:0009950;GO:0006355;GO:0016055;	829
XM_012817101.2	 GO:0005856;GO:0005739;GO:0021952;GO:0048929;GO:0048484;GO:0000226;GO:0006839;GO:0007399;GO:1990535;	332
XM_012817068.2	 GO:0005829;GO:0005769;GO:0005768;GO:0010008;GO:0030904;GO:0031982;GO:0006886;GO:0042147;	1084
XM_012817108.2	 GO:0045025;GO:0005759;GO:0042645;GO:0005739;GO:0005634;GO:0034458;GO:0005524;GO:0003677;GO:0003678;GO:0003725;GO:0003724;GO:0070827;GO:0032508;GO:0006310;GO:0001889;GO:0000958;GO:0035946;GO:0035945;GO:0000965;GO:2000827;GO:0070584;GO:0043066;GO:0030307;GO:0000962;GO:0006401;	4028
XM_031579434.1	 GO:0005829;GO:0031966;GO:0005739;GO:0005524;GO:0008865;GO:0004340;GO:0005536;GO:0019158;GO:0001678;GO:0051156;GO:0006096;GO:0019318;	15341
XM_012831366.2	 GO:0045180;GO:0005938;GO:0005737;GO:0005829;GO:0005739;GO:0005654;GO:0005634;GO:0030141;GO:0043531;GO:0005524;GO:0008865;GO:0004340;GO:0005536;GO:0004396;GO:0000287;GO:0019158;GO:0019903;GO:0070509;GO:0046835;GO:0001678;GO:0042149;GO:0032869;GO:0044320;GO:0051594;GO:0006003;GO:0006002;GO:0051156;GO:0042593;GO:0006006;GO:0005978;GO:0006096;GO:0055088;GO:0006013;GO:0006739;GO:0032811;GO:0045721;GO:0007204;GO:0045725;GO:0045821;GO:0032024;GO:0042327;GO:0050796;GO:0043266;GO:0009749;GO:0019932;	48
XM_012824335.2	 GO:0005829;GO:0045121;GO:0005741;GO:0005739;GO:0005524;GO:0008865;GO:0004340;GO:0005536;GO:0004396;GO:0042802;GO:0019158;GO:0042834;GO:0061621;GO:0046835;GO:0001678;GO:0072655;GO:0006002;GO:0051156;GO:0006096;GO:0006954;GO:0045087;GO:0072656;GO:0006013;GO:0002741;GO:0050718;	8824
XM_031579432.1	 GO:0005829;GO:0045121;GO:0005741;GO:0005739;GO:0005524;GO:0008865;GO:0004340;GO:0005536;GO:0004396;GO:0042802;GO:0019158;GO:0042834;GO:0061621;GO:0046835;GO:0001678;GO:0072655;GO:0006002;GO:0051156;GO:0006096;GO:0006954;GO:0045087;GO:0072656;GO:0006013;GO:0002741;GO:0050718;	3961
XM_012815976.2	 GO:0005829;GO:0005741;GO:0005739;GO:0005524;GO:0008865;GO:0004340;GO:0005536;GO:0004396;GO:0019158;GO:0001678;GO:0006002;GO:0051156;GO:0006096;GO:0019318;	3368
XM_012825440.2	 GO:0005829;GO:0005741;GO:0005739;GO:0005886;GO:0016529;GO:0005524;GO:0008865;GO:0004340;GO:0005536;GO:0004396;GO:0019158;GO:0008637;GO:0046835;GO:0001678;GO:1990830;GO:0072655;GO:0006002;GO:0051156;GO:0006007;GO:0006006;GO:0006096;GO:0007595;GO:0072656;GO:0035795;GO:2000378;GO:0045766;GO:1904925;GO:0046324;GO:0001666;GO:0002931;	303
XM_012816988.2	 GO:0005737;GO:0032590;GO:0016021;GO:0016020;GO:0032809;GO:0005634;GO:0005886;GO:0097225;GO:0004995;GO:0007568;GO:0042538;GO:0045777;GO:1902093;GO:0010460;GO:0070474;GO:0042053;GO:0060259;GO:0042220;GO:0032355;GO:0043278;	2717
XM_031579091.1	 GO:0009986;GO:0005887;GO:0031902;GO:0005886;GO:0097197;GO:0019899;GO:0045746;GO:0072659;GO:0051604;	4897
XM_012828646.2	 GO:0030424;GO:0030054;GO:0005737;GO:0030425;GO:0012505;GO:0030175;GO:0030426;GO:0071437;GO:0030027;GO:0016020;GO:0043025;GO:0043204;GO:0007015;GO:0050771;GO:0045773;GO:0050772;GO:0030335;GO:0090316;GO:0050770;GO:2000114;	1733
XM_031579277.1	 GO:0005737;GO:0005768;GO:0005634;GO:0046872;GO:0017124;GO:0030100;	2906
XM_012817044.2	 GO:0071013;GO:0005829;GO:0005654;GO:0005634;GO:1990904;GO:0003723;GO:0003727;GO:0017025;GO:0008134;GO:0006397;GO:0043484;GO:0008380;	2431
XM_031579042.1	 GO:0071013;GO:0005829;GO:0005654;GO:0005634;GO:1990904;GO:0003723;GO:0003727;GO:0017025;GO:0008134;GO:0006397;GO:0043484;GO:0008380;	1591
XM_031579041.1	 GO:0071013;GO:0005829;GO:0005654;GO:0005634;GO:1990904;GO:0003723;GO:0003727;GO:0017025;GO:0008134;GO:0006397;GO:0043484;GO:0008380;	2148
XM_031587410.1	 GO:0071013;GO:0005829;GO:0016020;GO:0005654;GO:0005634;GO:1990904;GO:0008266;GO:0003723;GO:0008543;GO:0000398;GO:0043484;GO:0016070;GO:0006396;	1423
XM_031587412.1	 GO:0071013;GO:0005829;GO:0005654;GO:0005634;GO:1990904;GO:0003723;GO:0098761;GO:0006397;GO:0043484;GO:0008380;	1423
XM_031579278.1	 GO:0005739;GO:0005634;GO:0051539;GO:0043139;GO:0017108;GO:0005524;GO:0003677;GO:0003678;GO:0046872;GO:0004518;GO:0017116;GO:0016890;GO:0006284;GO:0000729;GO:0006260;GO:0000076;GO:0033567;GO:0043137;GO:0045002;GO:0006264;GO:0045740;	1359
XM_012821184.2	-	93
XM_031578190.1	-	25
XM_012840391.2	 GO:0005737;GO:0016021;GO:0016020;GO:0048471;GO:0005886;GO:0005509;GO:0005112;GO:0030165;GO:0009952;GO:0060271;GO:0003140;GO:0007368;GO:0071910;GO:0035469;GO:0048546;GO:0002244;GO:0060218;GO:0046331;GO:0045746;GO:0007219;GO:1902036;GO:0061056;GO:0021523;GO:0001756;GO:0021514;	285
XM_012835994.2	 GO:0005938;GO:0016021;GO:0005886;GO:0005509;GO:0005112;GO:0001525;GO:0021536;GO:0009880;GO:0033504;GO:0055016;GO:0060113;GO:0030901;GO:0045746;GO:0014032;GO:0022008;GO:0007219;GO:0060034;GO:0008593;GO:0021514;	891
XM_012828069.2	 GO:0005737;GO:0016021;GO:0048471;GO:0005886;GO:0005509;GO:0042802;GO:0005112;GO:0030165;GO:0060842;GO:0048514;GO:0035907;GO:0002244;GO:0060218;GO:0045746;GO:0048666;GO:0007219;GO:0061056;GO:0001757;GO:0001756;GO:0021514;	295
XM_012840448.2	 GO:0000123;GO:0071564;GO:0000790;GO:0005634;GO:0004402;GO:0042393;GO:0046872;GO:0045892;GO:0007399;GO:0045944;	3445
XM_012840450.2	 GO:0005737;GO:0005634;GO:0005839;GO:0019774;GO:0004298;GO:0051603;	1470
XM_012840441.2	 GO:0005634;GO:0005669;GO:0000126;GO:0005667;GO:0003677;GO:0003700;GO:0000978;GO:0000979;GO:0000995;GO:0001016;GO:0008134;GO:0006352;GO:0007369;GO:0006402;GO:0070898;GO:0006366;GO:0006383;	1073
XM_012826809.2	 GO:0005634;GO:0005669;GO:0000126;GO:0005667;GO:0003677;GO:0003700;GO:0000978;GO:0000979;GO:0001016;GO:0008134;GO:0006352;GO:0009792;GO:0009880;GO:0030097;GO:0070898;GO:0006366;	788
XM_012814323.2	 GO:0005737;GO:0005634;GO:0003677;GO:0019899;GO:0046872;GO:0006919;GO:0006915;GO:1902035;GO:1901532;	126
XM_012814326.2	 GO:0005938;GO:0042995;GO:0005737;GO:0031410;GO:0005856;GO:0005925;GO:0000139;GO:0043231;GO:0005886;GO:0002102;GO:0005525;GO:0003924;GO:0046872;GO:0019901;GO:0030036;GO:0007015;GO:0032488;GO:0016477;GO:0030031;GO:0030865;GO:0007010;GO:0006897;GO:0007163;GO:0000082;GO:0016601;GO:0032956;GO:0008360;	2316
XM_012814321.2	 GO:0012505;GO:0005768;GO:0005886;GO:0005525;GO:0003924;GO:0006886;GO:0032482;GO:0030100;GO:0001944;	1874
XM_012820029.2	 GO:0015629;GO:0044297;GO:0005737;GO:0005856;GO:0030175;GO:0030027;GO:0032991;GO:0030485;GO:0001725;GO:0005524;GO:0019901;GO:0072144;GO:0090131;GO:0006936;GO:0070374;GO:0010628;GO:2000491;GO:0061874;GO:0061870;GO:0008217;GO:0061041;GO:0009615;GO:0014829;	1710
XM_012814318.2	-	1686
XM_012822329.2	-	1620
NM_001309832.1	 GO:0015629;GO:0005884;GO:0042643;GO:0044297;GO:0005737;GO:0030175;GO:0098978;GO:0031674;GO:0030027;GO:0030017;GO:0045202;GO:0005524;GO:0016887;GO:0017022;GO:0007015;GO:0030048;GO:0070252;GO:0033275;GO:0031032;GO:0060048;GO:0055008;GO:0055003;GO:0060047;GO:0090131;GO:0043066;GO:0010628;GO:0042493;GO:0045471;GO:0030240;	1677
XM_012819298.2	-	1677
XM_031581311.1	 GO:0015629;GO:0005884;GO:0042643;GO:0044297;GO:0005737;GO:0030175;GO:0098978;GO:0031674;GO:0030027;GO:0030017;GO:0045202;GO:0005524;GO:0016887;GO:0017022;GO:0007015;GO:0030048;GO:0070252;GO:0033275;GO:0031032;GO:0060048;GO:0055008;GO:0055003;GO:0060047;GO:0090131;GO:0043066;GO:0010628;GO:0042493;GO:0045471;GO:0030240;	1678
XM_012823326.2	 GO:0015629;GO:0005884;GO:0044297;GO:0005737;GO:0030175;GO:0030027;GO:0030017;GO:0005524;GO:0017022;GO:0007015;GO:0033275;GO:0060047;GO:0090131;GO:0010628;	1677
XM_012836785.2	-	1677
XM_031562779.1	-	380
XM_012814314.2	 GO:0005789;GO:0005576;GO:0005794;GO:0032580;GO:0000139;GO:0005795;GO:0030173;GO:0016020;GO:0048471;GO:0030246;GO:0030145;GO:0004653;GO:0002378;GO:0016266;GO:0006493;GO:0018242;GO:0018243;	29386
XM_012814315.2	 GO:0005634;GO:0004519;GO:0004803;GO:0098038;	27277
XM_012814328.2	 GO:0005829;GO:0000139;GO:0005795;GO:0017119;GO:0032588;GO:0044877;GO:0006888;GO:0007030;GO:0006891;GO:0015031;	705
XM_012814327.2	 GO:0005737;GO:0005615;GO:0005179;GO:0048018;GO:0004867;GO:0017080;GO:0031702;GO:0031703;GO:0000187;GO:0007250;GO:0007202;GO:0007568;GO:0038166;GO:0003051;GO:0001998;GO:0014824;GO:0008306;GO:0048143;GO:0001568;GO:0002035;GO:0001658;GO:0061049;GO:0007166;GO:0007160;GO:1904385;GO:0071260;GO:0006883;GO:0050663;GO:0042756;GO:0070371;GO:0008065;GO:0007588;GO:0030198;GO:0007565;GO:0048144;GO:0007186;GO:0042445;GO:0001822;GO:0016525;GO:0030308;GO:0008285;GO:0010951;GO:0010629;GO:0043407;GO:0043524;GO:0051387;GO:0034104;GO:0035106;GO:0001543;GO:0030432;GO:0010536;GO:0045777;GO:0097755;GO:0090190;GO:0010666;GO:0010613;GO:0043085;GO:0008284;GO:0032270;GO:0010873;GO:0050715;GO:0007204;GO:0010595;GO:0045742;GO:0003331;GO:2001238;GO:0045723;GO:0048146;GO:1903598;GO:0010628;GO:0046628;GO:1905589;GO:1905010;GO:0043410;GO:1902632;GO:0040018;GO:0010976;GO:0045429;GO:0046622;GO:0033138;GO:0050731;GO:0014068;GO:1900020;GO:0061098;GO:0035815;GO:0032930;GO:0045893;GO:1904754;GO:1904707;GO:0006606;GO:0042981;GO:0008217;GO:0051924;GO:1903779;GO:1901201;GO:0010468;GO:0002027;GO:0050727;GO:0048169;GO:0014061;GO:0002019;GO:0035813;GO:0001991;GO:0051969;GO:0001999;GO:0003014;GO:0002018;GO:0009409;GO:0032355;GO:0014873;GO:0009651;GO:0051145;GO:0048659;GO:0051403;GO:0070471;GO:0042310;GO:0042311;	621
XM_031565164.1	 GO:0070062;GO:0005887;GO:0016020;GO:0005886;GO:0005540;GO:0038023;GO:0004888;GO:0009653;GO:0007160;GO:0030214;GO:0009611;	9749
XM_031586175.1	 GO:0005737;GO:0005829;GO:0005634;GO:1990904;GO:0035925;GO:0003730;GO:0003729;GO:1990715;GO:0097157;GO:0003723;GO:1990825;GO:0061158;GO:0070935;GO:0003228;GO:0072358;GO:0030154;GO:0006974;GO:0048702;GO:0001947;GO:0061157;GO:0006397;GO:0048255;GO:2000766;GO:1905870;GO:0045663;GO:0010831;GO:0060298;GO:1902811;GO:2000738;GO:0000381;GO:0043488;GO:0010830;GO:0051252;GO:0060297;GO:0008380;GO:0007519;GO:0001756;	15003
XM_012814329.2	 GO:0005886;GO:0031092;GO:0003779;GO:0004864;GO:0030036;GO:0002576;	2628
XM_012814312.2	 GO:0005654;GO:0005634;GO:0071011;GO:0005689;GO:0005686;GO:0071005;GO:0003723;GO:1990935;GO:0000398;	226
XM_012814316.2	 GO:0030424;GO:0030425;GO:0005768;GO:0016021;GO:0043204;GO:0005886;GO:0045202;GO:0004979;GO:0004930;GO:0001965;GO:0038047;GO:0005245;GO:0007197;GO:0043951;GO:0051481;GO:0045019;GO:0061358;GO:0038003;GO:0007200;GO:0070374;GO:0050769;GO:2000310;GO:0019233;	1717
XM_012826094.2	 GO:0031410;GO:0005887;GO:0043005;GO:0005886;GO:0004930;GO:0042923;GO:0001626;GO:0042277;GO:0008022;GO:0007193;GO:1990708;GO:0042755;GO:0044849;GO:0007186;GO:0106072;GO:0045776;GO:1901386;GO:0007218;GO:0038003;GO:0051482;GO:0060454;GO:1904058;GO:0035810;GO:1904059;GO:0032355;GO:0007600;GO:0019233;	99
XM_012831454.2	 GO:0043679;GO:0032590;GO:0005887;GO:0099061;GO:0099056;GO:0030285;GO:0031226;GO:0045121;GO:0043005;GO:0098992;GO:0005886;GO:0097444;GO:0038046;GO:0004930;GO:0042923;GO:0004985;GO:0042277;GO:0033612;GO:0007193;GO:0008344;GO:0071363;GO:0071456;GO:0097237;GO:0019221;GO:0042755;GO:0007186;GO:0007187;GO:0006955;GO:0010629;GO:0031333;GO:0007218;GO:0038003;GO:0007200;GO:0032793;GO:0033138;GO:0051924;GO:0051881;GO:0051930;	356
XM_012838693.2	 GO:0043679;GO:0032590;GO:0005887;GO:0099061;GO:0099056;GO:0030285;GO:0031226;GO:0045121;GO:0043005;GO:0098992;GO:0005886;GO:0097444;GO:0038046;GO:0004930;GO:0042923;GO:0004985;GO:0042277;GO:0033612;GO:0007193;GO:0008344;GO:0071363;GO:0071456;GO:0097237;GO:0019221;GO:0042755;GO:0007186;GO:0007187;GO:0006955;GO:0010629;GO:0031333;GO:0007218;GO:0038003;GO:0007200;GO:0032793;GO:0033138;GO:0051924;GO:0051881;GO:0051930;	1817
XM_031565385.1	 GO:0005737;GO:0005634;GO:0003938;GO:0046872;GO:0000166;GO:0048066;GO:0001654;GO:0006177;GO:0006183;	28326
XM_012814317.2	 GO:0005737;GO:0016020;GO:0043005;GO:0005634;GO:0045202;GO:0005096;GO:0009968;	507
XM_012814308.2	-	7629
XM_012822046.2	 GO:0005783;GO:0005794;GO:0016021;GO:0005886;GO:0016409;GO:0019706;GO:0001942;GO:0018230;GO:0018345;GO:0006612;GO:0048733;	3343
XM_031572075.1	-	1941
XM_031580978.1	-	1468
XM_012814309.2	 GO:0005737;GO:0005524;GO:0004709;GO:0042803;GO:0004672;GO:0007257;GO:0046777;GO:0006468;GO:0007165;	13307
XM_031584661.1	 GO:0005813;GO:0005737;GO:0016020;GO:0005874;GO:0005524;GO:0042802;GO:0004706;GO:0031434;GO:0031435;GO:0042803;GO:0004672;GO:0004674;GO:0048365;GO:0007257;GO:0000187;GO:0044843;GO:0008219;GO:0007254;GO:0007017;GO:0043065;GO:0046330;GO:0043507;GO:0043525;GO:0046777;GO:0006468;	2052
XM_031580549.1	 GO:0005524;GO:0004706;GO:0004672;GO:0004674;GO:0007257;GO:0006915;GO:0008219;GO:0043065;GO:0046777;GO:0006468;	139
XM_012830913.2	 GO:0005524;GO:0004706;GO:0019900;GO:0042803;GO:0048365;GO:0031624;GO:0071570;GO:0046330;GO:0048793;	1299
XM_031584828.1	 GO:0030127;GO:0005829;GO:0005789;GO:0012507;GO:0000139;GO:0043231;GO:0000149;GO:0008270;GO:0019886;GO:0002474;GO:0048208;GO:0090110;GO:0006888;GO:0001701;GO:0006886;	36
XM_031558204.1	 GO:0005737;GO:0005634;GO:0046872;GO:0003723;GO:0006397;GO:0008380;	7653
XM_031585354.1	 GO:0032580;GO:0016021;GO:0050694;GO:0001733;GO:0008146;GO:0009247;	55
XR_004163301.1	-	16866
XM_012825167.2	 GO:0005737;GO:0005829;GO:0070062;GO:0043231;GO:0005764;GO:0005634;GO:0003677;GO:0042802;GO:0070530;GO:0019900;GO:0061578;GO:0002020;GO:0043621;GO:0004843;GO:0036459;GO:0043130;GO:0004842;GO:0008270;GO:0006915;GO:0001922;GO:0016477;GO:0070301;GO:0071222;GO:0007010;GO:0072666;GO:0006954;GO:0050869;GO:0045779;GO:2000349;GO:0002677;GO:0045736;GO:2000352;GO:1902042;GO:0043124;GO:0050728;GO:0045824;GO:0050713;GO:0032703;GO:0032715;GO:0032088;GO:0070429;GO:0070433;GO:0090291;GO:0031397;GO:0048662;GO:0034136;GO:0034140;GO:0034144;GO:0034148;GO:0032720;GO:0032480;GO:0070423;GO:1903364;GO:2000347;GO:0045732;GO:0030177;GO:0016579;GO:0071947;GO:0035871;GO:0035523;GO:1990168;GO:0071108;GO:0070936;GO:0070536;GO:0050691;GO:0002634;GO:0010803;GO:0061043;GO:0002237;GO:0032495;GO:0072573;	4861
XM_012825164.2	 GO:0030054;GO:0030057;GO:0005794;GO:0005887;GO:0005739;GO:0005886;GO:0097202;GO:0097186;GO:0070268;GO:0002934;GO:0034113;GO:0072332;GO:0007219;GO:0045862;GO:0042981;	4567
XM_031568840.1	 GO:0005813;GO:0005737;GO:0030425;GO:0043197;GO:0098978;GO:0005874;GO:0016604;GO:0005634;GO:0005886;GO:0016605;GO:0014069;GO:0005819;GO:0000922;GO:0001965;GO:0005092;GO:0032794;GO:0005096;GO:0003924;GO:0008017;GO:0019901;GO:0030159;GO:0051301;GO:0007059;GO:0007186;GO:0035556;GO:0007612;GO:0007616;GO:0060291;GO:0000278;GO:0070373;GO:0045744;GO:0043407;GO:0031914;GO:0006913;GO:0048008;GO:0050769;GO:0043620;GO:0008277;GO:0006979;GO:0007051;GO:0008542;GO:0010070;	34
XM_031579104.1	 GO:0030054;GO:0042995;GO:0005814;GO:0005813;GO:0005737;GO:0030030;GO:0007098;GO:0043009;GO:0030010;GO:0031023;GO:0001764;GO:0035148;	1037
XM_031580908.1	 GO:0005737;GO:0016021;GO:0005886;GO:0004908;GO:0050135;GO:0061809;GO:0045920;	5163
XM_031584723.1	 GO:0005694;GO:0005829;GO:0005654;GO:0008023;GO:0003682;GO:0003677;GO:0042393;GO:0070577;GO:0140030;GO:0009952;GO:0060218;GO:0090090;GO:0045893;GO:2000096;GO:1902275;GO:2000035;GO:0007379;	38912
XM_031571228.1	 GO:0062023;GO:0031012;GO:0005615;GO:0005509;GO:0060840;GO:0048251;	15047
XM_031566848.1	-	26
XM_012841431.2	 GO:0005737;GO:0005739;GO:0004019;GO:0005525;GO:0000287;GO:0044208;GO:0046040;	80948
XM_031579429.1	 GO:0005737;GO:0016020;GO:0005634;GO:0005524;GO:0004672;GO:0004674;GO:0035556;GO:0000002;GO:2000773;GO:0018105;GO:0043536;GO:0090050;GO:0001938;GO:1905564;GO:0006468;GO:0007165;	14596
XM_031579427.1	 GO:0005737;GO:0016020;GO:0005634;GO:0005524;GO:0004672;GO:0004674;GO:0035556;GO:0000002;GO:2000773;GO:0018105;GO:0043536;GO:0090050;GO:0001938;GO:1905564;GO:0006468;GO:0007165;	14598
XM_031562259.1	-	29
XM_031572912.1	-	36
